data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7780542,566,NIG15783,15783,28-Nov-19,2019,1,Battles,Government regains territory,Military Forces of Nigeria (2015-) Joint Task Force,,1,Islamic State (West Africa) - Lake Chad Faction,,2,12,Western Africa,Nigeria,Borno,Kukawa,,Duguri,13.2737,13.803,1,Sun (Nigeria); Vanguard (Nigeria),National,"On 28 November 2019, troops of the Multinational Task Force regained Duguri (Kukawa, Borno) and encountered ISWAP. 13 ISWAP fighters were killed and equipment seized.",13,1617065401,NGA
7780543,566,NIG15784,15784,28-Nov-19,2019,1,Strategic developments,Non-violent transfer of territory,Military Forces of Nigeria (2015-) Joint Task Force,,1,Islamic State (West Africa) - Lake Chad Faction,,2,12,Western Africa,Nigeria,Borno,Guzamala,,Kukawa,12.9234,13.5606,2,Sun (Nigeria); Vanguard (Nigeria),National,"On 28 November 2019, troops of the Multinational Task Force took over Njarwa village in Lake Chad area (no location found, coded as Kukawa, Borno) from ISWAP without resistance.",0,1618566394,NGA
6724141,566,NIG15775,15775,27-Nov-19,2019,1,Protests,Excessive force against protesters,Protesters (Nigeria),IM: Islamic Movement; Journalists (Nigeria),6,Police Forces of Nigeria (2015-),,1,16,Western Africa,Nigeria,Federal Capital Territory,Abuja Municipal,,Abuja,9.0833,7.5333,1,Nigeria Punch; Vanguard (Nigeria); Daily Trust (Nigeria); Sun (Nigeria),Subnational-National,"On 27 November 2019, IM members demonstrated against the detention of their leader in Abuja. Police forces responded with live ammunition and killed a school girl. Two journalists were arrested. [size=no report]",1,1579554010,NGA
6727550,566,NIG15781,15781,27-Nov-19,2019,1,Protests,Peaceful protest,Protesters (Nigeria),Students (Nigeria),6,,,0,60,Western Africa,Nigeria,Rivers,Port Harcourt,,Port Harcourt,4.7774,7.0134,1,Nigeria Punch,National,"On 27 November 2019, students demonstrating against lecturers who are members of the Academic Staff Union of University interfered in a press conference of the union held at the University of Port Harcourt. [size=no report]",0,1618566393,NGA
6694296,566,NIG15777,15777,27-Nov-19,2019,1,Protests,Peaceful protest,Protesters (Nigeria),,6,,,0,60,Western Africa,Nigeria,Ondo,Akure South,,Akure,7.2526,5.1931,1,Daily Post (Nigeria),National,"On 27 November 2019, a demonstration was staged at the Ondo State House of Assembly in Akure against the proposed anti-social media bill. [size=no report]",0,1576855219,NGA
6694310,566,NIG15774,15774,27-Nov-19,2019,1,Protests,Peaceful protest,Protesters (Nigeria),,6,,,0,60,Western Africa,Nigeria,Federal Capital Territory,Abuja Municipal,,Abuja,9.0833,7.5333,1,Daily Trust (Nigeria),Subnational,"On 27 November 2019, a demonstration was staged at the National Assembly in Abuja against the proposed anti-social media bill. [size=no report]",0,1576855219,NGA
6694320,566,NIG15776,15776,27-Nov-19,2019,1,Protests,Peaceful protest,Protesters (Nigeria),Women (Nigeria),6,,,0,60,Western Africa,Nigeria,Benue,Guma,,Agasha,7.7166,8.899,1,Daily Trust (Nigeria),National,"On 27 November 2019, women in Agasha demonstrated over missing genitals allegedly stolen by suspected ritualists. [size=no report]",0,1576855219,NGA
7780539,566,NIG15778,15778,27-Nov-19,2019,1,Battles,Armed clash,Islamic State (West Africa) - Lake Chad Faction,,2,Military Forces of Nigeria (2015-),,1,12,Western Africa,Nigeria,Yobe,Tarmua,,Babban Gida,12.1076,11.7539,1,Nigeria Punch; Daily Trust (Nigeria),National,"On 27 November 2019, ISWAP militants hidden in an ambulance car entered Babban Gida (Tarmua, Yobe) and looted the community. Nigerian Armed Forces repelled the attack and engaged ISWAP in a gun duel. In the process, abductees, among them the crew of the ambulance, was freed.",0,1617065401,NGA
7780540,566,NIG15779,15779,27-Nov-19,2019,1,Strategic developments,Looting/property destruction,Islamic State (West Africa) - Lake Chad Faction,,2,Civilians (Nigeria),Health Workers (Nigeria),7,27,Western Africa,Nigeria,Borno,Mafa,,Mafa,12.1,13.7,1,Daily Trust (Nigeria); Nigeria Punch,National,"On 27 November 2019, presumed ISWAP fighters seized an ambulance from health workers in Muri Mafa (Mafa, Borno).",0,1617065401,NGA
7780541,566,NIG15780,15780,27-Nov-19,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Nigeria (2015-),,1,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Gwoza,,Ngoshe,11.1416,13.7749,1,Guardian (Nigeria); Sun (Nigeria); Nigeria Punch,National,"On 27 November 2019, Nigerian Air force conducted strikes against a Boko Haram (JAS) camp in Ngoshe at Sambisa Forest (Gwoza, Borno). 30 Boko Haram fighters were killed.",30,1617065401,NGA
6694427,566,NIG15772,15772,26-Nov-19,2019,2,Protests,Peaceful protest,Protesters (Nigeria),Catholic Christian Group (Nigeria),6,,,0,60,Western Africa,Nigeria,Delta,Okpe,,Orerokpe,5.6351,5.8896,1,Vanguard (Nigeria),National,"On 26 November 2019 (or around), members of the Warri catholic diocese demonstrated against ritual killings and internet fraud in Orerokpe. [size=no report]",0,1576855219,NGA
7754531,566,NIG15771,15771,26-Nov-19,2019,1,Battles,Armed clash,Unidentified Armed Group (Nigeria),,3,Police Forces of Nigeria (2015-),,1,13,Western Africa,Nigeria,Osun,Atakumosa West,,Itagunmodi,7.5305,4.6484,1,Sun (Nigeria),National,"On 26 November 2019, unidentified gunmen attacked a mining site in Itagunmodi, killed a police officer on duty and abducted three Chinese workers. One worker sustained gunshot wounds.",1,1615996825,NGA
6694437,566,NIG15770,15770,26-Nov-19,2019,1,Protests,Peaceful protest,Protesters (Nigeria),,6,,,0,60,Western Africa,Nigeria,Zamfara,Gusau,,Gusau,12.1628,6.6614,1,Inside Arewa (Nigeria),National,"On 26 November 2019, the arrest of an APC stalwart caused demonstrations in Gusau. [size=no report]",0,1576855219,NGA
6724140,566,NIG15769,15769,26-Nov-19,2019,1,Battles,Armed clash,Jukun Ethnic Militia (Nigeria),,4,Tiv Ethnic Militia (Nigeria),,4,44,Western Africa,Nigeria,Taraba,Gassol,,Dan Anacha,8.5865,10.3618,1,Daily Trust (Nigeria); Nigeria Punch,National,"On 26 November 2019, Tiv and Jukun militias clashed in Dan Anacha over the re-naming of a local school. Three residents were killed and 21 homes torched.",3,1579554010,NGA
7784020,566,NIG15773,15773,26-Nov-19,2019,1,Battles,Armed clash,Military Forces of Nigeria (2015-),Civilian JTF: Civilian Joint Task Force,1,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Hawul,,Sabon Gari,10.5726,12.1583,1,Sun (Nigeria),National,"On 26 November 2019, Nigerian Armed Forces and Civilian-JTF encountered Boko Haram (JAS) at Sabon Gari (Hawul, Borno) and got engaged in a battle. Three BH fighters were killed and equipment seized.",3,1617065408,NGA
6756764,566,NIG15768,15768,26-Nov-19,2019,1,Battles,Armed clash,Nsadop Communal Militia (Nigeria),,4,Boje Communal Militia (Nigeria),,4,44,Western Africa,Nigeria,Cross River,Boki,,Boji,6.2893,8.9104,2,Nigeria Punch,National,"On 26 November 2019, a communal clash between Nsadop and Boje militias erupted over the alleged abduction of Boje community members. Police forces were dispatched to calm the situation.",0,1579801613,NGA
6695264,566,NIG15766,15766,25-Nov-19,2019,1,Protests,Peaceful protest,Protesters (Nigeria),Former Unidentified Armed Group (Nigeria),6,,,0,60,Western Africa,Nigeria,Rivers,Port Harcourt,,Port Harcourt,4.7774,7.0134,1,Daily Trust (Nigeria),National,"On 25 November 2019, former Niger delta militants participating in a training under a presidential amnesty scheme demonstrated against the non-payment of their allowances in Port Harcourt. [size=no report]",0,1618566393,NGA
6695265,566,NIG15764,15764,25-Nov-19,2019,1,Protests,Peaceful protest,Protesters (Nigeria),,6,,,0,60,Western Africa,Nigeria,Nassarawa,Lafia,,Lafia,8.4833,8.5167,1,Sun (Nigeria),National,"On 25 November 2019, physically challenged people demonstrated in Lafia against their non-inclusion in the state administration. [size=100]",0,1618566393,NGA
6695268,566,NIG15763,15763,25-Nov-19,2019,1,Battles,Armed clash,Unidentified Armed Group (Nigeria),,3,Police Forces of Nigeria (2015-),,1,13,Western Africa,Nigeria,Adamawa,Mubi South,,Gella,10.1529,13.2985,1,Sun (Nigeria),National,"On 25 November 2019, unidentified gunmen ambushed a police patrol at Gella and killed two officers. Six civilians were abducted.",2,1576855222,NGA
6695285,566,NIG15765,15765,25-Nov-19,2019,1,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Catholic Christian Group (Nigeria),7,37,Western Africa,Nigeria,Enugu,Nsukka,,Nsukka,6.8561,7.3927,1,Sun (Nigeria),National,"On 25 November 2019, a catholic priest got abducted by unidentified gunmen in Nsukka.",0,1576855222,NGA
7754448,566,NIG15762,15762,25-Nov-19,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Belango Communal Group (Nigeria),7,37,Western Africa,Nigeria,Taraba,Karim Lamidu,,Belango,8.8735,10.8058,1,Daily Trust (Nigeria),National,"On 25 November 2019, unidentified gunmen killed both village heads of Belango 1 and Belango 2, the leader of the local militia and both rulers secretaries. Total number of fatalities is five.",5,1618566393,NGA
6694889,566,NIG15767,15767,25-Nov-19,2019,1,Battles,Armed clash,Tamigbe Communal Militia (Nigeria),,4,Tamigbe Communal Militia (Nigeria),,4,44,Western Africa,Nigeria,Delta,Burutu,,Tamigbe,5.0776,5.7885,1,Vanguard (Nigeria),National,"On 25 November 2019, misunderstandings in the local chairmanship election in Tamigbe sparked a intra-communal clash between two rivaling factions. Four people were killed and 10 homes destroyed.",4,1576855221,NGA
6695684,566,NIG15761,15761,24-Nov-19,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Niger,Shiroro,,Kashuan-Kwaki,10.3045,6.7964,2,Daily Trust (Nigeria),National,"On 24 November 2019, unidentified gunmen attacked ten undisclosed communities in Kwaki district of Shiroro LGA (Location coded as Kwaki). Hundreds of residents were reported to take refuge in neighboring villages.",0,1576855223,NGA
6727688,566,NIG15749,15749,23-Nov-19,2019,1,Riots,Violent demonstration,Rioters (Nigeria),Prisoners (Nigeria),5,Police Forces of Nigeria (2015-) Prison Guards,,1,15,Western Africa,Nigeria,Akwa Ibom,Eket,,Eket,4.6412,7.9209,1,Nigeria Punch,National,"On 23 November, prisoners destroyed their cells to demonstrate against the alleged killing of a fellow earlier that week. Prison guards fired gun shots and injured and unreported number of prisoners. [size=no report]",0,1579554022,NGA
7153437,566,NIG17545,17545,23-Nov-19,2019,1,Protests,Excessive force against protesters,Protesters (Nigeria),,6,Unidentified Armed Group (Nigeria),,3,36,Western Africa,Nigeria,Anambra,Awka North,,Awba,6.4117,7.0413,1,New Telegraph,National,"On 23 November 2019, unidentified gunmen shot at demonstrators that gathered in Awba Ofemili (Awka North LGA, Anambra) to demonstrate over the detention of their community members. 5 people were injured. [size=no report]",0,1594063539,NGA
6696012,566,NIG15748,15748,23-Nov-19,2019,2,Protests,Peaceful protest,Protesters (Nigeria),Street Traders (Nigeria); Women (Nigeria),6,,,0,60,Western Africa,Nigeria,Ondo,Akure South,,Akure,7.2526,5.1931,1,Daily Post (Nigeria),National,"On 23 November (or around), street traders, mostly women, demonstrated against the mounting of barricades at their market in Akure. [size=no report]",0,1576855225,NGA
6696069,566,NIG15759,15759,23-Nov-19,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Niger,Shiroro,,Kashuan-Kwaki,10.3045,6.7964,2,Daily Trust (Nigeria),National,"On 23 November 2019, unidentified gunmen attacked ten undisclosed communities in Kwaki district of Shiroro LGA (Location coded as Kwaki). Hundreds of residents were reported to take refuge in neighboring villages.",0,1576855225,NGA
7969926,566,NIG15751,15751,23-Nov-19,2019,1,Battles,Armed clash,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Shuwa Ethnic Militia (Nigeria),,4,44,Western Africa,Nigeria,Adamawa,Hong,,Shuwa,10.2586,13.0462,1,Sun (Nigeria),National,"On 23 November, Fulani militias attacked Shuwa-kala'a, met resistance from local Shuwa militias and engaged in a gun battle. An unreported number of fighters on both sides were killed. Unknown number of fatalities coded as 3.",3,1620691975,NGA
6696077,566,NIG15760,15760,23-Nov-19,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Farmers (Nigeria),7,37,Western Africa,Nigeria,Taraba,Jalingo,,Yelwa,8.9068,11.3753,1,Daily Trust (Nigeria),National,"On 23 November 2019, unidentified gunmen shot and beheaded three workers on a farm in Yelwa. Two escaped with gunshot wounds.",3,1576855225,NGA
6727593,566,NIG15750,15750,23-Nov-19,2019,1,Protests,Protest with intervention,Protesters (Nigeria),,6,Police Forces of Nigeria (2015-),,1,16,Western Africa,Nigeria,Osun,Ife Central,,Ile-Ife,7.4824,4.5603,1,Nigeria Punch,National,"On 23 November, residents of Ile-Ife demonstrated against the imposition of a candidate as Seriki Hausawa. Police forces intervened and arrested three demonstrators. [size=no report]",0,1579554022,NGA
7784023,566,NIG15755,15755,22-Nov-19,2019,1,Strategic developments,Arrests,Military Forces of Nigeria (2015-),,1,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Bama,,Bama,11.5221,13.6856,2,Sun (Nigeria),National,"On 22 November 2019, Nigerian Armed Forces arrested a presumed Boko Haram (JAS) fighter in Firgi in Bama LGA (no location found, coded as Bama (Gwoza, Borno)) with materials to build suicide vests and IEDs.",0,1617065408,NGA
7784052,566,NIG15758,15758,22-Nov-19,2019,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Gwoza,,Pulka,11.1767,13.8256,2,Sun (Nigeria),National,"On 22 November 2019, Nigerian Armed Forces attacked Boko Haram (JAS) on the Banki junction - Pulka road (Gwoza, Borno) resulting in three killed BH fighters.",3,1617065408,NGA
6696309,566,NIG15747,15747,22-Nov-19,2019,1,Riots,Mob violence,Rioters (Nigeria),Students (Nigeria),5,Rioters (Nigeria),Teachers (Nigeria),5,55,Western Africa,Nigeria,Osun,Osogbo,,Oshogbo,7.7667,4.5667,1,New Telegraph,National,"On 22 November, students and teacher of a school in Osogbo got engaged in a street-fight using bottles, knives and clubs. Three students were injured. [size=no report]",0,1576855226,NGA
7784059,566,NIG15756,15756,22-Nov-19,2019,1,Battles,Armed clash,Islamic State (West Africa) - Lake Chad Faction,,2,Military Forces of Nigeria (2015-),,1,12,Western Africa,Nigeria,Borno,Damboa,,Damboa,11.156,12.7576,2,Sun (Nigeria),National,"On 22 November 2019, ISWAP fighters prepared an attack on Grijan village in Damboa LGA (Borno). Nigerian Armed Forces intervened and killed two ISWAP fighters.",2,1617065408,NGA
6696445,566,NIG15757,15757,22-Nov-19,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Niger,Shiroro,,Kashuan-Kwaki,10.3045,6.7964,2,Daily Trust (Nigeria),National,"On 22 November 2019, unidentified gunmen attacked ten undisclosed communities in Kwaki district of Shiroro LGA (Location coded as Kwaki). Hundreds of residents were reported to take refuge in neighboring villages.",0,1576855226,NGA
7783985,566,NIG15754,15754,21-Nov-19,2019,1,Battles,Armed clash,Islamic State (West Africa) - Lake Chad Faction,,2,Military Forces of Nigeria (2015-),,1,12,Western Africa,Nigeria,Borno,Kaga,,Borozo,11.6624,12.6009,1,Sun (Nigeria),National,"On 21 November 2019, Nigerian Armed Forces repelled an attack of presumed ISWAP militants on their position in Borozo (Kaga, Borno). Three ISWAP fighters were killed in the battle. Three soldiers were injured.",3,1617065408,NGA
6696781,566,NIG15738,15738,21-Nov-19,2019,1,Strategic developments,Looting/property destruction,Kabogi Communal Militia (Nigeria),,4,Civilians (Nigeria),INEC: Independent National Electoral Commission,7,47,Western Africa,Nigeria,Niger,Mashegu,,Kabogi,10.1091,5.4266,1,Daily Trust (Nigeria),National,"On 21 November, youth of Kabogi stopped a vehicle transporting INEC materials and intercepted ballot boxes for the forthcoming LGA election. Traditional leaders intervened and prevented the youth from lynching the driver.",0,1576855227,NGA
6696786,566,NIG15737,15737,21-Nov-19,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),MACBAN: Miyetti Allah Cattle Breeders Association in Nigeria,7,37,Western Africa,Nigeria,Plateau,Mangu,,Mangu,9.5206,9.0977,1,Daily Trust (Nigeria),National,"On 19 November, unidentified gunmen killed the chairman of MACBAN in Mangu.",1,1576855227,NGA
6696788,566,NIG15746,15746,21-Nov-19,2019,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Western Africa,Nigeria,Kaduna,Kaura,,Kaura,9.6681,8.4583,2,Daily Trust (Nigeria),National,"On 21 November, suspected Fulani militias killed two farmers in Tsonje (approx. position). The attack is believed to be a reprisal on the killings occurred in the previous week.",2,1576855227,NGA
6727542,566,NIG15741,15741,21-Nov-19,2019,1,Protests,Protest with intervention,Unidentified Communal Militia (Nigeria),,4,Protesters (Nigeria),Students (Nigeria),6,46,Western Africa,Nigeria,Taraba,Gassol,,Dan Anacha,8.5865,10.3618,1,Nigeria Punch,National,"On 21 November, students demonstrated against the re-naming of their school and were attacked by youth militias in Dan Anacha who burnt 14 houses belonging to the Tiv people. [size=no report]",0,1579554022,NGA
7784070,566,NIG15753,15753,21-Nov-19,2019,1,Battles,Armed clash,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,,2,Military Forces of Nigeria (2015-),,1,12,Western Africa,Nigeria,Borno,Bama,,Banki,11.2551,14.1482,1,Sun (Nigeria),National,"On 21 November 2019, presumed Boko Haram (JAS) fighters attempted to attack a position of Nigerian Armed Forces in Banki (Bama, Borno), but got repelled. One BH fighter was killed in the battle.",1,1617065408,NGA
6727575,566,NIG15744,15744,21-Nov-19,2019,1,Protests,Peaceful protest,Protesters (Nigeria),,6,,,0,60,Western Africa,Nigeria,Kano,Karaye,,Karaye,11.7821,8.0162,1,Nigeria Punch,National,"On 21 November, residents of Karaya, Rano, Bichi and Gaya demonstrated against the decision to nullify their newly created emirates. [size=no report]",0,1579554022,NGA
6727579,566,NIG15742,15742,21-Nov-19,2019,1,Strategic developments,Looting/property destruction,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Tiv Ethnic Group (Nigeria),7,37,Western Africa,Nigeria,Taraba,Gassol,,Dan Anacha,8.5865,10.3618,1,Nigeria Punch,National,"On 21 November, unidentified gunmen destroyed 14 houses of the Tiv community in Dan Anacha following the re-naming of a local school.",0,1579554022,NGA
6727600,566,NIG15745,15745,21-Nov-19,2019,1,Protests,Peaceful protest,Protesters (Nigeria),,6,,,0,60,Western Africa,Nigeria,Kano,Rano,,Rano,11.5491,8.5746,1,Nigeria Punch,National,"On 21 November, residents of Karaya, Rano, Bichi and Gaya demonstrated against the decision to nullify their newly created emirates. [size=no report]",0,1579554022,NGA
6727620,566,NIG15739,15739,21-Nov-19,2019,1,Protests,Peaceful protest,Protesters (Nigeria),APC: All Progressives Congress,6,,,0,60,Western Africa,Nigeria,Federal Capital Territory,Abuja Municipal,,Abuja,9.0833,7.5333,1,Nigeria Punch,National,"On 21 November, APC members demonstrated at the party's HQ in Abuja and demanded the sacking of the national chairman. [size=no report]",0,1579554022,NGA
6727657,566,NIG15740,15740,21-Nov-19,2019,1,Protests,Peaceful protest,Protesters (Nigeria),,6,,,0,60,Western Africa,Nigeria,Kano,Bichi,,Bichi,12.2343,8.2412,1,Nigeria Punch,National,"On 21 November, residents of Karaya, Rano, Bichi and Gaya demonstrated against the decision to nullify their newly created emirates. [size=12]",0,1579554022,NGA
7766015,566,NIG15743,15743,21-Nov-19,2019,1,Protests,Peaceful protest,Protesters (Nigeria),,6,,,0,60,Western Africa,Nigeria,Kano,Gaya,,Gaya,11.8614,8.9971,1,Nigeria Punch,National,"On 21 November, residents of Karaya, Rano, Bichi and Gaya demonstrated against the decision to nullify their newly created emirates. [size=12]",0,1618566393,NGA
6697224,566,NIG15734,15734,20-Nov-19,2019,1,Protests,Peaceful protest,Protesters (Nigeria),,6,,,0,60,Western Africa,Nigeria,Kaduna,Kaduna North,,Kaduna,10.5222,7.4383,1,Sun (Nigeria),National,"On 20 November, residents of Barakallau demonstrated against the demolition of their homes at the National Human Right Commission office in Kaduna. [size=no report]",0,1576855229,NGA
6697226,566,NIG15733,15733,20-Nov-19,2019,1,Battles,Armed clash,NURTW: National Union of Road Transport Workers,,3,RTEAN: Road Transport Employers Association of Nigeria,,3,33,Western Africa,Nigeria,Lagos,Alimosho,,Igando,6.55,3.25,1,Sun (Nigeria),National,"On 20 November, the two rivaling transport associations NURTW and RTEAN clashed with guns, machetes and bottles over supremacy in Igando/Lagos. 10 people were injured.",0,1576855229,NGA
7278610,566,NIG15736,15736,20-Nov-19,2019,1,Battles,Armed clash,Ikot Offiong Communal Militia (Nigeria),,4,Police Forces of Nigeria (2015-),Oku Iboku Communal Militia (Nigeria),1,14,Western Africa,Nigeria,Akwa Ibom,Uruan,,Oku Iboku,5.1232,7.9981,2,Sun (Nigeria),National,"On 20 November, Ikot Offiong communal militias attacked and killed travellers on the Calaba-Itu road in the Oku Iboku area. One of them was a police officer on duty. The attack is believed to be part of local communal clash between Ikot Offiong and Oku Iboku. Fatalities reported as 'several'. Unknown number of fatalities coded as 3.",3,1604354654,NGA
6727566,566,NIG15731,15731,20-Nov-19,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Government of Nigeria (2015-),7,37,Western Africa,Nigeria,Oyo,Akinyele,,Agoro Ibadan,7.6333,4.0333,1,Nigeria Punch,National,"On 20 November, unidentified gunmen attacked the Oyo commissioner of Lands, Housing and Survey. The driver was killed and a police officer injured.",1,1579554022,NGA
6697205,566,NIG15732,15732,20-Nov-19,2019,1,Battles,Armed clash,APC: All Progressives Congress,,3,PDP: Peoples Democratic Party,,3,33,Western Africa,Nigeria,Ebonyi,Ikwo,,Agubia,6.073,8.1106,1,Daily Post (Nigeria),National,"On 20 November, militias attached to the local chieftains of APC and PDP clashed over the control over a motor park in Agubia. One person was killed, five injured and property destroyed.",1,1576855229,NGA
7783167,566,NIG15735,15735,20-Nov-19,2019,2,Violence against civilians,Attack,Islamic State (West Africa) - Lake Chad Faction,,2,Civilians (Nigeria),Health Workers (Nigeria),7,27,Western Africa,Nigeria,Yobe,Gujba,,Ngurbuwa,11.5347,12.0892,1,Legit,National,"Around 20 November 2019, ISWAP militants destroyed a recently renovated heath facility in Ngurbuwa (Gujba, Yobe) and shot sporadically at fleeing residents.",0,1617065406,NGA
6697749,566,NIG15752,15752,19-Nov-19,2019,1,Protests,Peaceful protest,Protesters (Nigeria),,6,,,0,60,Western Africa,Nigeria,Osun,Ife Central,,Ile-Ife,7.4824,4.5603,1,Sun (Nigeria),National,"On 19 November 2019, the family, relatives and friends of a civilian deceased in policy custody demonstrated in Ile-Ife against the death of the victim. [size=no report].",0,1576855231,NGA
6697556,566,NIG15730,15730,19-Nov-19,2019,1,Protests,Peaceful protest,Protesters (Nigeria),,6,,,0,60,Western Africa,Nigeria,Delta,Oshimili North,,Okpanam,6.2376,6.6486,1,New Telegraph,National,"On 19 November, residents of Okpanam demonstrated against demolitions of houses by a rivaling community and called for the intervention of the Government. The demolitions were backed by a court decision. [size=120]",0,1576855230,NGA
7784056,566,NIG15728,15728,19-Nov-19,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Nigeria (2015-),,1,Islamic State (West Africa) - Lake Chad Faction,,2,12,Western Africa,Nigeria,Borno,Maiduguri Metro,,Maiduguri,11.8312,13.1517,3,Sun (Nigeria),National,"On 19 November 2019, NAF conducted air strikes against a meeting of ISWAP in Jubillaram in Borno state (no location found, coded as Maiduguri (Borno, Maiduguri). An unreported number ISWAP fighters, among them leaders of the group, were killed. Unknown number of fatalities coded as 10.",10,1618566393,NGA
6697691,566,NIG15729,15729,19-Nov-19,2019,1,Battles,Armed clash,Unidentified Armed Group (Nigeria),,3,Police Forces of Nigeria (2015-),,1,13,Western Africa,Nigeria,Adamawa,Mubi North,,Mubi,10.2676,13.2644,1,Daily Trust (Nigeria),National,"On 19 November, unidentified gunmen abducted the divisional police officer on the Mubi-Mararraba road.",0,1576855230,NGA
6698247,566,NIG15725,15725,18-Nov-19,2019,1,Protests,Peaceful protest,Protesters (Nigeria),Labour Group (Nigeria),6,,,0,60,Western Africa,Nigeria,Lagos,Lagos Island,,Lagos,6.4531,3.3958,1,Daily Trust (Nigeria),National,"On 18 November, car dealers demonstrated against practices of the Customs Service at the Lagos State House of Assembly. [size=no report]",0,1576855232,NGA
6698255,566,NIG15726,15726,18-Nov-19,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),PDP: Peoples Democratic Party; Women (Nigeria),7,37,Western Africa,Nigeria,Kogi,Ofu,,Ochadam,7.3962,7.0381,1,Sun (Nigeria),National,"On 18 November, political militias attacked the house of the local PDP women leader in Ochadam and burnt her to death.",1,1576855232,NGA
7780538,566,NIG15724,15724,18-Nov-19,2019,1,Battles,Armed clash,Islamic State (West Africa) - Lake Chad Faction,,2,Military Forces of Nigeria (2015-),Civilian JTF: Civilian Joint Task Force,1,12,Western Africa,Nigeria,Borno,Marte,,Ala,12.2103,13.8814,1,Sun (Nigeria); AFP,National-International,"On 18 November 2019, presumed ISWAP militants ambushed an NAF and CJTF patrol at Ala village (Marte, Borno) using an IED. NAF, CJTF and ISWAP got engaged in gun battle leading to the withdrawal of ISWAP. Four NAF soldiers and one CJTF fighter were killed.",5,1617065401,NGA
6698187,566,NIG15727,15727,18-Nov-19,2019,1,Riots,Mob violence,Rioters (Nigeria),,5,Unidentified Armed Group (Nigeria),,3,35,Western Africa,Nigeria,Kogi,Ofu,,Ochadam,7.3962,7.0381,1,Sun (Nigeria),National,"On 18 November, members of a political militia that killed the leader of the PDP's women's wing in Ochadam were engaged in a street-fight with youth in the area. At least one member of the political militia was injured. [size=no report]",0,1576855232,NGA
7784078,566,NIG15720,15720,17-Nov-19,2019,2,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Gwoza,,Gwoza,11.084,13.6925,2,Sun (Nigeria),National,"Around 17 November 2019, NAF conducted operations in Gwoza LGA (location not reported, coded as Gwoza (Gwoza, Borno)) and encountered Boko Haram (JAS), BH fighters fled with gunshot wounds and seven civilians were rescued.",0,1617065408,NGA
7783355,566,NIG15721,15721,17-Nov-19,2019,1,Explosions/Remote violence,Shelling/artillery/missile attack,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,,2,Military Forces of Nigeria (2015-),,1,12,Western Africa,Nigeria,Borno,Gwoza,,Gwoza,11.084,13.6925,2,Nigeria Punch,National,"On 17 November 2019, an armored vehicle of NAF was hit a by a presumed Boko Haram (JAS) projectile near Gwoza (location not reported, coded as Gwoza, Borno). Three soldiers in the vehicle were killed.",3,1617065407,NGA
